file	percent	reads	taxon_id	taxon_name
gridion364_default.kaiju.classification	0.000430	15	357808	Roseiflexus sp. RS-1
gridion364_default.kaiju.classification	0.000430	15	364410	Granulibacter bethesdensis
gridion364_default.kaiju.classification	0.000430	15	372663	Isoptericola dokdonensis
gridion364_default.kaiju.classification	0.000430	15	373994	Rivularia sp. PCC 7116
gridion364_default.kaiju.classification	0.000430	15	412593	Thermosulfidibacter takaii
gridion364_default.kaiju.classification	0.000430	15	416273	Natronomonas moolapensis
gridion364_default.kaiju.classification	0.000430	15	432329	Deinococcus peraridilitoris
gridion364_default.kaiju.classification	0.000430	15	445709	Pandoraea thiooxydans
gridion364_default.kaiju.classification	0.000430	15	482564	Oscillatoria nigro-viridis
gridion364_default.kaiju.classification	0.000430	15	482957	Burkholderia lata
gridion364_default.kaiju.classification	0.000430	15	530584	Prauserella marina
gridion364_default.kaiju.classification	0.000430	15	540747	Roseovarius indicus
gridion364_default.kaiju.classification	0.000430	15	571913	Luteipulveratus mongoliensis
gridion364_default.kaiju.classification	0.000430	15	585455	Thiohalobacter thiocyanaticus
gridion364_default.kaiju.classification	0.000430	15	639313	Hoyosella subflava
gridion364_default.kaiju.classification	0.000430	15	661488	Pseudobacter ginsenosidimutans
gridion364_default.kaiju.classification	0.000430	15	1048758	Candidatus Moranella endobia
gridion364_default.kaiju.classification	0.000430	15	1108595	Chromobacterium vaccinii
gridion364_default.kaiju.classification	0.000430	15	1209493	Halomicronema hongdechloris
gridion364_default.kaiju.classification	0.000430	15	1211326	Spirosoma aerolatum
gridion364_default.kaiju.classification	0.000430	15	1249552	Pseudohongiella spirulinae
gridion364_default.kaiju.classification	0.000430	15	1249553	Bacterioplanes sanyensis
gridion364_default.kaiju.classification	0.000430	15	1306787	Alcanivorax pacificus
gridion364_default.kaiju.classification	0.000430	15	1416806	Bordetella genomosp. 8
gridion364_default.kaiju.classification	0.000430	15	1514105	Erysipelothrix larvae
gridion364_default.kaiju.classification	0.000430	15	1553431	Mycoavidus cysteinexigens
gridion364_default.kaiju.classification	0.000430	15	1574141	Bacillus sp. YP1
gridion364_default.kaiju.classification	0.000430	15	1637999	Verrucomicrobia bacterium IMCC26134
gridion364_default.kaiju.classification	0.000430	15	1682113	Mycobacterium sp. YC-RL4
gridion364_default.kaiju.classification	0.000430	15	1704499	Methylovulum psychrotolerans
gridion364_default.kaiju.classification	0.000430	15	1740163	Burkholderia sp. Bp7605
gridion364_default.kaiju.classification	0.000430	15	1784714	Arcticibacterium luteifluviistationis
gridion364_default.kaiju.classification	0.000430	15	1805933	Rahnella sp. ERMR1:05
gridion364_default.kaiju.classification	0.000430	15	1852374	Ezakiella massiliensis
gridion364_default.kaiju.classification	0.000430	15	1854057	Mesorhizobium sp. AA22
gridion364_default.kaiju.classification	0.000430	15	1870820	Paenibacillus ihbetae
gridion364_default.kaiju.classification	0.000430	15	1911587	Virgibacillus sp. 6R
gridion364_default.kaiju.classification	0.000430	15	1930593	Vampirococcus sp. LiM
gridion364_default.kaiju.classification	0.000430	15	1933880	Glutamicibacter halophytocola
gridion364_default.kaiju.classification	0.000430	15	1987723	Cellvibrio sp. PSBB006
gridion364_default.kaiju.classification	0.000430	15	2043170	Emcibacter congregatus
gridion364_default.kaiju.classification	0.000430	15	2048283	Thalassospira marina
gridion364_default.kaiju.classification	0.000430	15	2080740	Corynebacterium sp. 2183
gridion364_default.kaiju.classification	0.000430	15	2093742	Lachnospiraceae bacterium KM106-2
gridion364_default.kaiju.classification	0.000430	15	2172099	Catenovulum sp. CCB-QB4
gridion364_default.kaiju.classification	0.000430	15	2203724	Oenococcus sicerae
gridion364_default.kaiju.classification	0.000430	15	2211212	Paenibacillus sp. DCT19
gridion364_default.kaiju.classification	0.000430	15	2479767	Blautia sp. SC05B48
gridion364_default.kaiju.classification	0.000430	15	2489595	Glaciecola sp. THG-3.7
gridion364_default.kaiju.classification	0.000430	15	2498113	Pragia sp. CF-458
gridion364_default.kaiju.classification	0.000430	15	2558361	Swingsia sp. F3b2
gridion364_default.kaiju.classification	0.000430	15	2587856	Microbulbifer sp. THAF38
gridion364_default.kaiju.classification	0.000430	15	2597769	Geobacter sp. FeAm09
gridion364_default.kaiju.classification	0.000430	15	2602015	Hypericibacter terrae
gridion364_default.kaiju.classification	0.000430	15	2652380	Alteromonas sp. I4
gridion364_default.kaiju.classification	0.000430	15	2675754	Haloactinobacterium sp. HY164
gridion364_default.kaiju.classification	0.000430	15	2683284	Rhodobacteraceae bacterium 9Alg 56
gridion364_default.kaiju.classification	0.000430	15	2684468	Streptomyces sp. QHH-9511
gridion364_default.kaiju.classification	0.000430	15	2698682	Lysobacter oculi
gridion364_default.kaiju.classification	0.000430	15	2698684	Sinimarinibacterium sp. NLF-5-8
gridion364_default.kaiju.classification	0.000401	14	271	Thermus aquaticus
gridion364_default.kaiju.classification	0.000401	14	274	Thermus thermophilus
gridion364_default.kaiju.classification	0.000401	14	292	Burkholderia cepacia
gridion364_default.kaiju.classification	0.000401	14	426	Methylosinus trichosporium
gridion364_default.kaiju.classification	0.000401	14	446	Legionella pneumophila
gridion364_default.kaiju.classification	0.000401	14	500	Thermomicrobium roseum
gridion364_default.kaiju.classification	0.000401	14	689	Vibrio mediterranei
gridion364_default.kaiju.classification	0.000401	14	738	Glaesserella parasuis
gridion364_default.kaiju.classification	0.000401	14	899	Desulfomicrobium baculatum
gridion364_default.kaiju.classification	0.000401	14	995	Solitalea canadensis
gridion364_default.kaiju.classification	0.000401	14	996	Flavobacterium columnare
gridion364_default.kaiju.classification	0.000401	14	1050	Thermochromatium tepidum
gridion364_default.kaiju.classification	0.000401	14	1302	Streptococcus gordonii
gridion364_default.kaiju.classification	0.000401	14	1308	Streptococcus thermophilus
gridion364_default.kaiju.classification	0.000401	14	1421	Lysinibacillus sphaericus
gridion364_default.kaiju.classification	0.000401	14	1511	Acetoanaerobium sticklandii
gridion364_default.kaiju.classification	0.000401	14	1564	Desulfotomaculum ruminis
gridion364_default.kaiju.classification	0.000401	14	1579	Lactobacillus acidophilus
gridion364_default.kaiju.classification	0.000401	14	1747	Cutibacterium acnes
gridion364_default.kaiju.classification	0.000401	14	1749	Acidipropionibacterium jensenii
gridion364_default.kaiju.classification	0.000401	14	1885	Streptomyces actuosus
gridion364_default.kaiju.classification	0.000401	14	28131	Prevotella intermedia
gridion364_default.kaiju.classification	0.000401	14	29291	Methanococcoides burtonii
gridion364_default.kaiju.classification	0.000401	14	34038	Rahnella aquatilis
gridion364_default.kaiju.classification	0.000401	14	42684	Streptomyces collinus
gridion364_default.kaiju.classification	0.000401	14	46680	Pseudomonas nitroreducens
gridion364_default.kaiju.classification	0.000401	14	52022	Meiothermus silvanus
gridion364_default.kaiju.classification	0.000401	14	52227	Prevotella dentalis
gridion364_default.kaiju.classification	0.000401	14	60893	Desulfobacca acetoxidans
gridion364_default.kaiju.classification	0.000401	14	66871	Streptomyces aureoverticillatus
gridion364_default.kaiju.classification	0.000401	14	69964	Azotobacter salinestris
gridion364_default.kaiju.classification	0.000401	14	76761	Pseudomonas veronii
gridion364_default.kaiju.classification	0.000401	14	76887	Caldivirga maquilingensis
gridion364_default.kaiju.classification	0.000401	14	83683	Lactobacillus amylolyticus
gridion364_default.kaiju.classification	0.000401	14	88058	Treponema primitia
gridion364_default.kaiju.classification	0.000401	14	94254	Dyadobacter fermentans
gridion364_default.kaiju.classification	0.000401	14	104087	Pseudomonas frederiksbergensis
gridion364_default.kaiju.classification	0.000401	14	119484	Syntrophobacter fumaroxidans
gridion364_default.kaiju.classification	0.000401	14	151895	Pseudopedobacter saltans
gridion364_default.kaiju.classification	0.000401	14	152260	Chloroflexus aggregans
gridion364_default.kaiju.classification	0.000401	14	161360	Planococcus antarcticus
gridion364_default.kaiju.classification	0.000401	14	167642	Ilyobacter polytropus
gridion364_default.kaiju.classification	0.000401	14	179636	Alicycliphilus denitrificans
gridion364_default.kaiju.classification	0.000401	14	183417	Proteus hauseri
gridion364_default.kaiju.classification	0.000401	14	185300	Paludibacter propionicigenes
gridion364_default.kaiju.classification	0.000401	14	198467	Anoxybacillus gonensis
gridion364_default.kaiju.classification	0.000401	14	216778	Stenotrophomonas rhizophila
gridion364_default.kaiju.classification	0.000401	14	232259	Belliella baltica
gridion364_default.kaiju.classification	0.000401	14	256618	Parvibaculum lavamentivorans
gridion364_default.kaiju.classification	0.000401	14	267818	Lactobacillus kefiranofaciens
gridion364_default.kaiju.classification	0.000401	14	270351	Methylobacterium aquaticum
gridion364_default.kaiju.classification	0.000401	14	284016	Phenylobacterium zucineum
gridion364_default.kaiju.classification	0.000401	14	313985	Geobacter lovleyi
gridion364_default.kaiju.classification	0.000401	14	321327	Synechococcus sp. JA-3-3Ab
gridion364_default.kaiju.classification	0.000401	14	358766	Methanoregula boonei
gridion364_default.kaiju.classification	0.000401	14	413882	[Polyangium] brachysporum
gridion364_default.kaiju.classification	0.000401	14	414996	Actinopolyspora erythraea
gridion364_default.kaiju.classification	0.000401	14	447471	Simiduia agarivorans
gridion364_default.kaiju.classification	0.000401	14	449461	Nocardioides humi
gridion364_default.kaiju.classification	0.000401	14	454662	Cellvibrio sp. KY-YJ-3
gridion364_default.kaiju.classification	0.000401	14	463014	Bordetella flabilis
gridion364_default.kaiju.classification	0.000401	14	479978	Micromonospora tulbaghiae
gridion364_default.kaiju.classification	0.000401	14	502682	Erythrobacter gangjinensis
gridion364_default.kaiju.classification	0.000401	14	511435	Candidatus Azobacteroides pseudotrichonymphae
gridion364_default.kaiju.classification	0.000401	14	649756	Anaerostipes hadrus
gridion364_default.kaiju.classification	0.000401	14	656366	Arthrobacter alpinus
gridion364_default.kaiju.classification	0.000401	14	657387	Kushneria sp. YCWA18
gridion364_default.kaiju.classification	0.000401	14	665914	Mixta gaviniae
gridion364_default.kaiju.classification	0.000401	14	712411	Olsenella sp. oral taxon 807
gridion364_default.kaiju.classification	0.000401	14	863643	Thermincola potens
gridion364_default.kaiju.classification	0.000401	14	940615	Granulicella tundricola
gridion364_default.kaiju.classification	0.000401	14	1006005	Metallosphaera cuprina
gridion364_default.kaiju.classification	0.000401	14	1080068	Leptolyngbya sp. O-77
gridion364_default.kaiju.classification	0.000401	14	1082851	Comamonas serinivorans
gridion364_default.kaiju.classification	0.000401	14	1131707	Sphaerochaeta pleomorpha
gridion364_default.kaiju.classification	0.000401	14	1136941	Gordonia phthalatica
gridion364_default.kaiju.classification	0.000401	14	1197460	Bradyrhizobium sp. 6(2017)
gridion364_default.kaiju.classification	0.000401	14	1261031	Nostoc sp. 'Peltigera membranacea cyanobiont' N6
gridion364_default.kaiju.classification	0.000401	14	1323375	Anoxybacter fermentans
gridion364_default.kaiju.classification	0.000401	14	1427356	Hyphomicrobium nitrativorans
gridion364_default.kaiju.classification	0.000401	14	1486262	Martelella endophytica
gridion364_default.kaiju.classification	0.000401	14	1505036	Halovulum dunhuangense
gridion364_default.kaiju.classification	0.000401	14	1540872	Candidatus Gracilibacteria bacterium HOT-871
gridion364_default.kaiju.classification	0.000401	14	1576550	Candidatus Kinetoplastibacterium sorsogonicusi
gridion364_default.kaiju.classification	0.000401	14	1603606	Desulfuromonas soudanensis
gridion364_default.kaiju.classification	0.000401	14	1725411	Streptomyces sp. CdTB01
gridion364_default.kaiju.classification	0.000401	14	1736046	Streptomyces sp. SM18
gridion364_default.kaiju.classification	0.000401	14	1783515	Streptomyces qaidamensis
gridion364_default.kaiju.classification	0.000401	14	1808979	Candidatus Methylospira mobilis
gridion364_default.kaiju.classification	0.000401	14	1821621	Marinobacterium aestuarii
gridion364_default.kaiju.classification	0.000401	14	1905730	Pectobacterium parmentieri
gridion364_default.kaiju.classification	0.000401	14	1906741	Jeongeupia sp. USM3
gridion364_default.kaiju.classification	0.000401	14	1914461	Micromonospora terminaliae
gridion364_default.kaiju.classification	0.000401	14	1926494	Paraburkholderia sp. SOS3
gridion364_default.kaiju.classification	0.000401	14	1972068	Sulfurivermis fontis
gridion364_default.kaiju.classification	0.000401	14	1978229	Beijerinckiaceae bacterium
gridion364_default.kaiju.classification	0.000401	14	2057741	Bradyrhizobium sp. SK17
gridion364_default.kaiju.classification	0.000401	14	2126346	Streptacidiphilus sp. DSM 106435
gridion364_default.kaiju.classification	0.000401	14	2169540	Lysinibacillus sp. 2017
gridion364_default.kaiju.classification	0.000401	14	2183582	Saliniradius amylolyticus
gridion364_default.kaiju.classification	0.000401	14	2211211	Paraburkholderia dokdonella
gridion364_default.kaiju.classification	0.000401	14	2315862	Paraflavitalea soli
gridion364_default.kaiju.classification	0.000401	14	2494373	Flammeovirga pectinis
gridion364_default.kaiju.classification	0.000401	14	2511995	Pseudolysobacter antarcticus
gridion364_default.kaiju.classification	0.000401	14	2572923	Vibrio taketomensis
gridion364_default.kaiju.classification	0.000401	14	2594005	Thalassotalea sp. PS06
gridion364_default.kaiju.classification	0.000401	14	2599296	Litoreibacter sp. LN3S51
gridion364_default.kaiju.classification	0.000401	14	2604421	Chitinophaga sp. XS-30
gridion364_default.kaiju.classification	0.000401	14	2607662	Methanofervidicoccus sp. A16
gridion364_default.kaiju.classification	0.000401	14	2662363	Alistipes sp. dk3624
gridion364_default.kaiju.classification	0.000401	14	2674991	Cohnella candidum
gridion364_default.kaiju.classification	0.000401	14	2675298	Sulfuriferula nivalis
gridion364_default.kaiju.classification	0.000401	14	2697563	Brevibacterium sp. WO024
gridion364_default.kaiju.classification	0.000401	14	2715212	Bacteroides sp. CBA7301
gridion364_default.kaiju.classification	0.000401	14	2728023	Cohnella sp. MFER-1
gridion364_default.kaiju.classification	0.000372	13	451	Tatlockia micdadei
gridion364_default.kaiju.classification	0.000372	13	549	Pantoea agglomerans
gridion364_default.kaiju.classification	0.000372	13	636	Edwardsiella tarda
gridion364_default.kaiju.classification	0.000372	13	863	Syntrophomonas wolfei
gridion364_default.kaiju.classification	0.000372	13	964	Herbaspirillum seropedicae
gridion364_default.kaiju.classification	0.000372	13	1096	Chlorobium phaeobacteroides
gridion364_default.kaiju.classification	0.000372	13	1274	Dermacoccus nishinomiyaensis
gridion364_default.kaiju.classification	0.000372	13	1309	Streptococcus mutans
gridion364_default.kaiju.classification	0.000372	13	1310	Streptococcus sobrinus
gridion364_default.kaiju.classification	0.000372	13	1341	Streptococcus ratti
gridion364_default.kaiju.classification	0.000372	13	1422	Geobacillus stearothermophilus
gridion364_default.kaiju.classification	0.000372	13	1505	Paeniclostridium sordellii
gridion364_default.kaiju.classification	0.000372	13	1510	Thermoclostridium stercorarium
gridion364_default.kaiju.classification	0.000372	13	1830	Rhodococcus ruber
gridion364_default.kaiju.classification	0.000372	13	1960	Streptomyces vinaceus
gridion364_default.kaiju.classification	0.000372	13	1967	Streptomyces kanamyceticus
gridion364_default.kaiju.classification	0.000372	13	2041	Aeromicrobium erythreum
gridion364_default.kaiju.classification	0.000372	13	2057	Sphaerobacter thermophilus
gridion364_default.kaiju.classification	0.000372	13	28047	Mycolicibacterium confluentis
gridion364_default.kaiju.classification	0.000372	13	37330	Nocardia nova
gridion364_default.kaiju.classification	0.000372	13	37928	Arthrobacter crystallopoietes
gridion364_default.kaiju.classification	0.000372	13	38986	Acholeplasma palmae
gridion364_default.kaiju.classification	0.000372	13	39688	Mycolicibacterium duvalii
gridion364_default.kaiju.classification	0.000372	13	51515	Dehalobacterium formicoaceticum
gridion364_default.kaiju.classification	0.000372	13	53437	Nocardiopsis alba
gridion364_default.kaiju.classification	0.000372	13	56455	Xanthomonas hyacinthi
gridion364_default.kaiju.classification	0.000372	13	58049	Colwellia sp. MT41
gridion364_default.kaiju.classification	0.000372	13	66425	Streptomyces luteoverticillatus
gridion364_default.kaiju.classification	0.000372	13	68909	Deinococcus geothermalis
gridion364_default.kaiju.classification	0.000372	13	70255	Staphylococcus condimenti
gridion364_default.kaiju.classification	0.000372	13	70258	Staphylococcus piscifermentans
gridion364_default.kaiju.classification	0.000372	13	76758	Pseudomonas orientalis
gridion364_default.kaiju.classification	0.000372	13	76853	Solibacillus silvestris
gridion364_default.kaiju.classification	0.000372	13	81028	Treponema brennaborense
gridion364_default.kaiju.classification	0.000372	13	82076	Picrophilus torridus
gridion364_default.kaiju.classification	0.000372	13	82348	Streptococcus pluranimalium
gridion364_default.kaiju.classification	0.000372	13	83986	Methanoculleus bourgensis
gridion364_default.kaiju.classification	0.000372	13	84595	Gordonia polyisoprenivorans
gridion364_default.kaiju.classification	0.000372	13	84757	Beutenbergia cavernae
gridion364_default.kaiju.classification	0.000372	13	85085	Pseudarthrobacter chlorophenolicus
gridion364_default.kaiju.classification	0.000372	13	85874	Thermacetogenium phaeum
gridion364_default.kaiju.classification	0.000372	13	96344	Cupriavidus oxalaticus
gridion364_default.kaiju.classification	0.000372	13	97477	Acetomicrobium mobile
gridion364_default.kaiju.classification	0.000372	13	114186	Candidatus Carsonella ruddii
gridion364_default.kaiju.classification	0.000372	13	119981	Propionibacterium australiense
gridion364_default.kaiju.classification	0.000372	13	129338	Geobacillus subterraneus
gridion364_default.kaiju.classification	0.000372	13	153496	Kozakia baliensis
gridion364_default.kaiju.classification	0.000372	13	154288	Turicibacter sanguinis
gridion364_default.kaiju.classification	0.000372	13	160660	Acidihalobacter prosperus
gridion364_default.kaiju.classification	0.000372	13	160808	Acidithiobacillus ferrivorans
gridion364_default.kaiju.classification	0.000372	13	186931	Thioalkalivibrio nitratireducens
gridion364_default.kaiju.classification	0.000372	13	204038	Dickeya dadantii
gridion364_default.kaiju.classification	0.000372	13	217203	Achromobacter spanius
gridion364_default.kaiju.classification	0.000372	13	225194	Geobacter bemidjiensis
gridion364_default.kaiju.classification	0.000372	13	236753	Fastidiosipila sanguinis
gridion364_default.kaiju.classification	0.000372	13	252967	Spirochaeta perfilievii
gridion364_default.kaiju.classification	0.000372	13	254247	Aquicella siphonis
gridion364_default.kaiju.classification	0.000372	13	262324	Lysobacter gummosus
gridion364_default.kaiju.classification	0.000372	13	283811	Stackebrandtia nassauensis
gridion364_default.kaiju.classification	0.000372	13	314722	Pseudoxanthomonas suwonensis
gridion364_default.kaiju.classification	0.000372	13	316278	Synechococcus sp. RCC307
gridion364_default.kaiju.classification	0.000372	13	333962	Providencia heimbachae
gridion364_default.kaiju.classification	0.000372	13	333965	Providencia vermicola
gridion364_default.kaiju.classification	0.000372	13	336261	Thermovirga lienii
gridion364_default.kaiju.classification	0.000372	13	336810	Candidatus Sulcia muelleri
gridion364_default.kaiju.classification	0.000372	13	347534	Zobellella denitrificans
gridion364_default.kaiju.classification	0.000372	13	351679	Xenorhabdus hominickii
gridion364_default.kaiju.classification	0.000372	13	387341	Halovivax ruber
gridion364_default.kaiju.classification	0.000372	13	413502	Cronobacter turicensis
gridion364_default.kaiju.classification	0.000372	13	420953	Paraburkholderia megapolitana
gridion364_default.kaiju.classification	0.000372	13	445710	Dyella thiooxydans
gridion364_default.kaiju.classification	0.000372	13	450734	Nocardioides dokdonensis
gridion364_default.kaiju.classification	0.000372	13	475088	Methanosphaerula palustris
gridion364_default.kaiju.classification	0.000372	13	584609	Tenacibaculum jejuense
gridion364_default.kaiju.classification	0.000372	13	680279	Agarivorans gilvus
gridion364_default.kaiju.classification	0.000372	13	699433	Halobellus limi
gridion364_default.kaiju.classification	0.000372	13	882104	Methanoregula formicica
gridion364_default.kaiju.classification	0.000372	13	945844	Massilia oculi
gridion364_default.kaiju.classification	0.000372	13	1003110	Verrucosispora maris
gridion364_default.kaiju.classification	0.000372	13	1109743	Streptomyces sp. SCSIO 03032
gridion364_default.kaiju.classification	0.000372	13	1173026	Gloeocapsa sp. PCC 7428
gridion364_default.kaiju.classification	0.000372	13	1216932	Clostridium bornimense
gridion364_default.kaiju.classification	0.000372	13	1267423	Fabibacter pacificus
gridion364_default.kaiju.classification	0.000372	13	1327635	Sphingomonas sp. Cra20
gridion364_default.kaiju.classification	0.000372	13	1338368	Paenibacillus lentus
gridion364_default.kaiju.classification	0.000372	13	1424294	Geosporobacter ferrireducens
gridion364_default.kaiju.classification	0.000372	13	1492898	Flavisolibacter tropicus
gridion364_default.kaiju.classification	0.000372	13	1510150	Permianibacter aggregans
gridion364_default.kaiju.classification	0.000372	13	1538644	Sphingobacterium sp. ML3W
gridion364_default.kaiju.classification	0.000372	13	1620421	Hoeflea sp. IMCC20628
gridion364_default.kaiju.classification	0.000372	13	1653478	Rhodococcus sp. PBTS 1
gridion364_default.kaiju.classification	0.000372	13	1702170	Citrobacter sp. FDAARGOS_156
gridion364_default.kaiju.classification	0.000372	13	1714860	Aquimarina sp. BL5
gridion364_default.kaiju.classification	0.000372	13	1751286	Nostoc sp. NIES-3756
gridion364_default.kaiju.classification	0.000372	13	1752064	Leptolyngbya sp. NIES-3755
gridion364_default.kaiju.classification	0.000372	13	1763538	Paenibacillus crassostreae
gridion364_default.kaiju.classification	0.000372	13	1769779	Microbulbifer aggregans
gridion364_default.kaiju.classification	0.000372	13	1771309	Salinicola tamaricis
gridion364_default.kaiju.classification	0.000372	13	1805827	Rhodococcus sp. MTM3W5.2
gridion364_default.kaiju.classification	0.000372	13	1826607	Silicimonas algicola
gridion364_default.kaiju.classification	0.000372	13	1838286	Lacunisphaera limnophila
gridion364_default.kaiju.classification	0.000372	13	1912064	Staphylococcus sp. MI 10-1553
gridion364_default.kaiju.classification	0.000372	13	1977088	Streptomyces ficellus
gridion364_default.kaiju.classification	0.000372	13	1980674	Paenibacillus sp. Cedars
gridion364_default.kaiju.classification	0.000372	13	1984801	Streptomyces sp. CLI2509
gridion364_default.kaiju.classification	0.000372	13	2010829	Aerosticca soli
gridion364_default.kaiju.classification	0.000372	13	2060307	Enterococcus sp. FDAARGOS_375
gridion364_default.kaiju.classification	0.000372	13	2082949	Microvirga sp. 17 mud 1-3
gridion364_default.kaiju.classification	0.000372	13	2086585	Christensenella sp. Marseille-P3954
gridion364_default.kaiju.classification	0.000372	13	2135430	Streptomyces sp. P3
gridion364_default.kaiju.classification	0.000372	13	2136401	Streptomyces sp. YIM 121038
gridion364_default.kaiju.classification	0.000372	13	2169539	Gammaproteobacteria bacterium DM2
gridion364_default.kaiju.classification	0.000372	13	2172103	Limnobaculum parvum
gridion364_default.kaiju.classification	0.000372	13	2203210	Streptomyces sp. WAC 06738
gridion364_default.kaiju.classification	0.000372	13	2259340	Paracoccus sp. SC2-6
gridion364_default.kaiju.classification	0.000372	13	2268026	Runella sp. SP2
gridion364_default.kaiju.classification	0.000372	13	2282170	Kordia sp. SMS9
gridion364_default.kaiju.classification	0.000372	13	2282310	Leclercia sp. W6
gridion364_default.kaiju.classification	0.000372	13	2304600	Breoghania sp. L-A4
gridion364_default.kaiju.classification	0.000372	13	2496847	Sterolibacteriaceae bacterium M52
gridion364_default.kaiju.classification	0.000372	13	2498704	Agromyces sp. LHK192
gridion364_default.kaiju.classification	0.000372	13	2518370	Nocardioides euryhalodurans
gridion364_default.kaiju.classification	0.000372	13	2518371	Nocardioides seonyuensis
gridion364_default.kaiju.classification	0.000372	13	2518989	Halieaceae bacterium IMCC3088
gridion364_default.kaiju.classification	0.000372	13	2545632	Rheinheimera sp. D18
gridion364_default.kaiju.classification	0.000372	13	2571748	Paraburkholderia sp. DHF22
gridion364_default.kaiju.classification	0.000372	13	2576606	Duncaniella sp. B8
gridion364_default.kaiju.classification	0.000372	13	2596828	Microlunatus sp. KUDC0627
gridion364_default.kaiju.classification	0.000372	13	2601898	Noviherbaspirillum sp. UKPF54
gridion364_default.kaiju.classification	0.000372	13	2603206	Ruania sp. HY168
gridion364_default.kaiju.classification	0.000372	13	2603215	Marinobacter fonticola
gridion364_default.kaiju.classification	0.000372	13	2653852	Rubrobacter sp. SCSIO 52915
gridion364_default.kaiju.classification	0.000372	13	2660554	Paenibacillus sp. B01
gridion364_default.kaiju.classification	0.000372	13	2662397	Streptomyces sp. QMT-28
gridion364_default.kaiju.classification	0.000372	13	2695266	Streptomyces sp. HM190
gridion364_default.kaiju.classification	0.000372	13	2704467	Cellulomonas sp. H30R-01
gridion364_default.kaiju.classification	0.000372	13	2714937	Propioniciclava sp. HDW11
gridion364_default.kaiju.classification	0.000372	13	2724150	Romboutsia sp. CE17
gridion364_default.kaiju.classification	0.000372	13	2728021	Duganella sp. AF9R3
gridion364_default.kaiju.classification	0.000372	13	2732163	Limnobacter sp. SAORIC-580
gridion364_default.kaiju.classification	0.000344	12	247	Empedobacter brevis
gridion364_default.kaiju.classification	0.000344	12	259	Sphingobacterium thalpophilum
gridion364_default.kaiju.classification	0.000344	12	329	Ralstonia pickettii
gridion364_default.kaiju.classification	0.000344	12	337	Burkholderia glumae
gridion364_default.kaiju.classification	0.000344	12	396	Rhizobium phaseoli
gridion364_default.kaiju.classification	0.000344	12	399	Neorhizobium galegae
gridion364_default.kaiju.classification	0.000344	12	435	Acetobacter aceti
gridion364_default.kaiju.classification	0.000344	12	456	Legionella jordanis
gridion364_default.kaiju.classification	0.000344	12	645	Aeromonas salmonicida
gridion364_default.kaiju.classification	0.000344	12	782	Rickettsia prowazekii
gridion364_default.kaiju.classification	0.000344	12	1084	Pararhodospirillum photometricum
gridion364_default.kaiju.classification	0.000344	12	1346	Streptococcus iniae
gridion364_default.kaiju.classification	0.000344	12	1534	Clostridium kluyveri
gridion364_default.kaiju.classification	0.000344	12	1703	Brevibacterium linens
gridion364_default.kaiju.classification	0.000344	12	1744	Propionibacterium freudenreichii
gridion364_default.kaiju.classification	0.000344	12	1772	Mycolicibacterium smegmatis
gridion364_default.kaiju.classification	0.000344	12	1788	Mycolicibacter terrae
gridion364_default.kaiju.classification	0.000344	12	1791	Mycolicibacterium aurum
gridion364_default.kaiju.classification	0.000344	12	1792	Mycolicibacterium chitae
gridion364_default.kaiju.classification	0.000344	12	1898	Streptomyces cacaoi
gridion364_default.kaiju.classification	0.000344	12	1905	Streptomyces exfoliatus
gridion364_default.kaiju.classification	0.000344	12	1914	Streptomyces lavendulae
gridion364_default.kaiju.classification	0.000344	12	1935	Streptomyces violaceoruber
gridion364_default.kaiju.classification	0.000344	12	2020	Thermomonospora curvata
gridion364_default.kaiju.classification	0.000344	12	2203	Methanospirillum hungatei
gridion364_default.kaiju.classification	0.000344	12	2371	Xylella fastidiosa
gridion364_default.kaiju.classification	0.000344	12	2724	Hirschia baltica
gridion364_default.kaiju.classification	0.000344	12	13690	Sphingobium yanoikuyae
gridion364_default.kaiju.classification	0.000344	12	28072	Nostoc sp. PCC 7524
gridion364_default.kaiju.classification	0.000344	12	29494	Vibrio furnissii
gridion364_default.kaiju.classification	0.000344	12	33070	Synechococcus lividus
gridion364_default.kaiju.classification	0.000344	12	34029	Leptothrix cholodnii
gridion364_default.kaiju.classification	0.000344	12	35814	Bordetella holmesii
gridion364_default.kaiju.classification	0.000344	12	37487	Marichromatium purpuratum
gridion364_default.kaiju.classification	0.000344	12	39488	Anaerobutyricum hallii
gridion364_default.kaiju.classification	0.000344	12	51161	Actinobacillus delphinicola
gridion364_default.kaiju.classification	0.000344	12	52584	Brachyspira pilosicoli
gridion364_default.kaiju.classification	0.000344	12	54308	Pleurocapsa minor
gridion364_default.kaiju.classification	0.000344	12	57704	Tsukamurella tyrosinosolvens
gridion364_default.kaiju.classification	0.000344	12	67345	Streptomyces prasinus
gridion364_default.kaiju.classification	0.000344	12	67581	Streptomyces viridosporus
gridion364_default.kaiju.classification	0.000344	12	68202	Streptomyces fulvissimus
gridion364_default.kaiju.classification	0.000344	12	69666	Caulobacter mirabilis
gridion364_default.kaiju.classification	0.000344	12	69823	Selenomonas sputigena
gridion364_default.kaiju.classification	0.000344	12	73141	Thiocystis violascens
gridion364_default.kaiju.classification	0.000344	12	74109	Photobacterium profundum
gridion364_default.kaiju.classification	0.000344	12	75105	Paraburkholderia caribensis
